Loss/train,Loss/test,Accuracy/train_top1,Accuracy/train_top5,Accuracy/test_top1,Accuracy/test_top5,Learning_rate,Accuracy/train,Accuracy/test
1.6592822074890137,1.0820982456207275,54.667999267578125,83.88600158691406,68.4000015258789,92.62999725341797,0.0010000000474974513,60.55799865722656,77.30999755859375
1.0606250762939453,0.9480591416358948,69.0199966430664,92.8239974975586,72.45999908447266,94.06999969482422,0.0010000000474974513,59.97200012207031,77.1500015258789
0.8690800070762634,0.8533135056495667,74.40799713134766,94.947998046875,75.31999969482422,94.91000366210938,0.0010000000474974513,80.86399841308594,81.69000244140625
0.7436454892158508,0.8783842921257019,77.44999694824219,96.22200012207031,75.01000213623047,94.55999755859375,0.0010000000474974513,87.93000030517578,83.95999908447266
0.6488435864448547,0.8831980228424072,80.02799987792969,97.11000061035156,75.93000030517578,94.81999969482422,0.0010000000474974513,92.02200317382812,84.77999877929688
0.5650089979171753,0.8537725210189819,82.42400360107422,97.73999786376953,77.2300033569336,95.3499984741211,0.0010000000474974513,94.48400115966797,85.38999938964844
0.5096524953842163,0.8349552154541016,83.9540023803711,98.17400360107422,77.30999755859375,95.16000366210938,0.0010000000474974513,89.71600341796875,81.11000061035156
0.4459770917892456,0.8662471771240234,85.72200012207031,98.63400268554688,77.37000274658203,95.05000305175781,0.0010000000474974513,90.16000366210938,82.19999694824219
0.40179726481437683,0.8640072345733643,87.09600067138672,98.88999938964844,77.41000366210938,95.29000091552734,0.0010000000474974513,92.81400299072266,83.37000274658203
0.3588831424713135,0.9225704669952393,88.43800354003906,99.09200286865234,77.20999908447266,94.91000366210938,0.0010000000474974513,94.97000122070312,83.77999877929688
1.5357216596603394,0.7396494746208191,,,,,0.0009046039776876569,96.71199798583984,84.63999938964844
1.571677327156067,0.7495676875114441,,,,,0.0009046039776876569,97.76599884033203,85.05999755859375
0.6264588236808777,0.6043577790260315,,,,,0.0006548539968207479,98.51799774169922,85.38999938964844
0.38859379291534424,0.5473232865333557,,,,,0.0003461460000835359,98.83599853515625,85.95999908447266
0.2541980743408203,0.5169553160667419,,,,,9.639601194066927e-05,99.1780014038086,86.29000091552734
0.18030163645744324,0.5010374784469604,,,,,0.0010000000474974513,99.26399993896484,86.30000305175781
0.3191848695278168,0.6643499732017517,,,,,0.0009755527134984732,96.44599914550781,80.98999786376953
0.3076544404029846,0.6545597314834595,,,,,0.0009046039776876569,92.78199768066406,80.61000061035156
0.22359319031238556,0.6234255433082581,,,,,0.0007940987125039101,93.8479995727539,82.02999877929688
0.15390387177467346,0.6289275288581848,,,,,0.0006548539968207479,95.59600067138672,82.4800033569336
0.10429887473583221,0.6246257424354553,,,,,0.0005005000275559723,96.56400299072266,82.98999786376953
0.0710861012339592,0.619332492351532,,,,,0.0003461460000835359,97.44999694824219,83.45999908447266
0.0509507991373539,0.6187734603881836,,,,,0.00020690126984845847,98.04199981689453,83.72000122070312
0.039731916040182114,0.608451247215271,,,,,9.639601194066927e-05,98.42400360107422,84.23999786376953
0.030991528183221817,0.604381799697876,,,,,2.544727067288477e-05,98.81800079345703,84.2699966430664
0.027317959815263748,0.5988922715187073,,,,,0.0010000000474974513,99.02999877929688,84.44000244140625
0.11007629334926605,0.8053967952728271,,,,,0.0009938502917066216,99.33200073242188,85.05999755859375
0.22397929430007935,0.7731736898422241,,,,,0.0009755527134984732,99.45800018310547,85.3499984741211
0.1886865645647049,0.7483972907066345,,,,,0.0009455577819608152,99.5260009765625,85.43000030517578
0.13586555421352386,0.7477368712425232,,,,,0.0009046039776876569,99.62799835205078,85.66000366210938
0.10659198462963104,0.7512882947921753,,,,,0.0008536998648196459,99.64399719238281,85.87999725341797
0.07994870096445084,0.7392832040786743,,,,,0.0007940987125039101,61.737998962402344,77.5
0.0623064860701561,0.7577461004257202,,,,,0.0007272682269103825,61.737998962402344,77.5
0.04879307001829147,0.7250506281852722,,,,,0.0006548539968207479,62.47999954223633,74.97000122070312
0.03708343952894211,0.7631980180740356,,,,,0.0005786390393041074,77.77200317382812,78.20999908447266
0.031228188425302505,0.7421296834945679,,,,,0.0005005000275559723,82.37200164794922,79.04000091552734
0.022202245891094208,0.7402616143226624,,,,,0.0004223609867040068,85.76399993896484,78.45999908447266
0.018373481929302216,0.7384108901023865,,,,,0.0003461460000835359,89.28399658203125,80.44000244140625
0.014884128235280514,0.7289703488349915,,,,,0.0002737317408900708,91.61399841308594,81.43000030517578
0.012711562216281891,0.7199903726577759,,,,,0.00020690126984845847,93.06999969482422,81.63999938964844
0.011479929089546204,0.7231041789054871,,,,,0.00014730016118846834,94.56600189208984,82.05000305175781
1.438380479812622,0.7492747902870178,,,,,0.0010000000474974513,95.76799774169922,82.44999694824219
1.438380479812622,0.7492747902870178,,,,,0.0010000000474974513,96.69200134277344,83.01000213623047
1.367135763168335,0.831301748752594,,,,,0.0010000000474974513,,
0.738781213760376,0.7368142008781433,,,,,0.0010000000474974513,,
0.5692107677459717,0.726965069770813,,,,,0.0009500000160187483,,
0.4442613422870636,0.7542266845703125,,,,,0.0008539292030036449,,
0.33114510774612427,0.6994566917419434,,,,,0.0008112327777780592,,
0.25710228085517883,0.7066982984542847,,,,,0.000770671118516475,,
0.20868389308452606,0.7280645966529846,,,,,0.0006926680798642337,,
0.16454310715198517,0.7325433492660522,,,,,0.0006226201658137143,,
0.1273462176322937,0.740388035774231,,,,,0.0005600409931503236,,
0.10058282315731049,0.7469049692153931,,,,,0.0005037080845795572,,
